lemma	synonyms
kier	barst	scheur	reet	berst	fissuur	spleet	breuk
tostiapparaat	broodrooster	tosti-apparaat
counteren	tegenaanval
buiging	stembuiging	modulatie	knik	kromte	kromming	bocht	verbuiging	intonatie	flexuur
aeronautica	aeronautiek	luchtvaart	ruimtevaartkunde	astronautiek	luchtvaartkunde
onvervaard	Dreadnaught
keur	fine fleur	variëteit	keurstempel	keuze	keurmerk	differentiatie	afwisseling	verscheidenheid	bloem	crème de la crème	vlaggenschip	puikje	variatie	ponsoen	diversiteit
du(i)veljagen	lazerstralen	ergeren	donderstenen	klieren	kloten	gallen	rotzooien	donderstralen	vervelen	donderen	duvelen	duveljagen	kloothannesen	donderjagen	irriteren	sodemieteren	etteren	storen	klooien
kwalsteren	spugen	tuffen	spuug	kwatten	spuwen	speeksel
representant	vertegenwoordiger	exponent
bik	steenbik	restanten	puin	wrakstukken	wrakhout
overwerk	overuren
tekening	werkje	omschrijving	beschrijving	descriptie	patroon	aftekening	dessin
excrement	ba	drek	faecaliën	excrementen	uitwerpselen	schijt	ontlasting	kak	faeces	fecaliën	poep	vuiligheid	drol	derrie	uitwerpsel	afgang	beer	stront	feces
novellist	romanschrijver	romancier
handboog	longbow	langboog
ruimteveer	shuttle	space-shuttle	ruimtependel
kanonnier	schutterskoning	boordschutter	artillerist	konstabel
lofrede	laudatio	lofprijzing	laudatie	éloge	panegyriek	lofzang	lof	lofspraak
onderlopen	onderstromen
aandrijfmechanisme	drijfwerk	transmissie	aandrijving
Culturele Revolutie	Cu
kut	flamoes	muis	pruim	doos	schaamspleet	schede	snede	poes	spleet	snee	gleuf	vagina	trut	vulva	mossel
jennen	ontstemmen	pesten	kwellen	tergen	ergeren	irriteren	plagen	mishagen	koeioneren	misnoegen
schoffie	straatkind	straatjongen
automatisering	mechanisering	automatiseringssector	mechanisatie
muggennet	klamboe	muggengordijn
stationsgebouw	spoorwegstation	treinstation	station
opwarming van de aarde	wereldwijde opwarming
omkeren	omdraaien
diepvriezen	invriezen
indruk	notie	gevoel	besef	thema	uitbeelding	conjectuur	vermoeden	figuur	impressie	verbeelding
Cyprioot	cyprisch	cypriotisch
uitwijden	afwijken	afdwalen
zetel	club	leunstoel	armstoel	leuningstoel	fauteuil
moduleren	regelen
bijennest	immenhuif	immenkorf	huif
femur	dij	dijbeen
gelaatstrek	hoofdartikel	verslag	eigenschap
spijsverteringsstelsel	digestieve systeem	maag-darmstelsel
gedragspsychologie	behaviorisme	behaviourisme
honoreren	renumereren	vergoeden	belonen
sint	engel	Sint	heilige
arts	geneeskundige	esculaap	therapeut	genezer	dokter	geneesheer	heelmeester	heler	pil	medicus
giftige paddestoel	vergiftige paddestoel
geneigdheid	aandrang	aandrift	inclinatie	neiging
onbeduidendheid	onbelangrijkheid
bedelman	armoedzaaier	bedelaar
MS	M.S.	multiple sclerose
kapitaalsverschaffer	belegger	investeerder
betreffen	behoren bij	bewegen	gaan	aankomen	slaan	toebehoren	raken	handelen	gelden	treffen
bombast	lyrisme	gezwollenheid	pathos	Holle frasen	retoriek
televisieshow	film	videofilm	televisie
trekpad	jaagpad
overhoopsteken	neersteken	doodsteken
behandelwijze	behandeling	geneeswijze	therapie
dromenland	dromenrijk	schijnwereld
berokkenen	aantasten	toebrengen	aandoen
dokken	schokken	lappen	betalen	neertellen	neerleggen
mariage de raison	schijnhuwelijk	verstandshuwelijk	nephuwelijk
amusementswereld	showbusiness	amusementsindustrie	amusementsbedrijf	showbizz
marimba	xylofoon
bergbeklimmer	klimmer	alpinist	kletteraar
ressorteren	vallen	behoren	zijn
halogenide	haloïde
huwelijk	bruiloft	huwelijksband	matrimonium	trouwdienst	echt	echtvereniging	echtverbintenis
verdrukte	verdrukten	underdog
entreekaart	entreebiljet	kaartje	passagebiljet	toegangsbewijs	kaart	entreebewijs	ticket
epifyt	woekerplant	parasietplant	gastplant	parasiet
fractievergadering	afdelingsvergadering	bestuursvergadering	directievergadering
dienstjaar	boekjaar	begrotingsjaar	belastingjaar
vakbekwaamheid	competentie	afwerking	know-how	vakmanschap	vakkennis
aanzwellen	opzwellen
halfzuster	bastaardzuster	halfzus
bruinwerker	homoseksueel	sodemieter	sodemiet	geïnverteerde	flikker	gay	mietje	homoseksuele	poot	reetkever	homo	nicht	homofiel	holtor
geseling	betakeling
pisbak	piesbak	waterplaats	urinoir	urinaal	waterbak
taximeter	taxameter
knoop	noest	zeemijl	kwast	knoest	knooppunt	kwar
ossetong	ossentong
attaqueren	aanval	storten	aanvallen	molesteren	attaque
handelsgenoot	vennoot	associé	compagnon	partner
lamp	lichtje	licht	radiolamp	elektronenbuis	olielamp	kathodestraalbuis	vacuümbuis	radiobuis
fee	geest	elf	toverfee
elektronenversneller	cyclotron	versnellingsmachine	deeltjesversneller	versneller
blasfemie	krachtterm	kerkroof	heiligschennis	godslastering
prijskaartje	prijs	prijsje
brandladder	stormladder	nooduitgang	brandtrap
desapproberen	diskwalificeren	desavoueren	afkeuren
rectum	endeldarm
vleierij	pluimstrijkerij	ophemeling	mooipraterij	hielenlikkerij
reukloos	geurloos
multipel myeloom	ziekte van Kahler
aeroliet	aëroliet
braafheid	openheid	oprechtheid	openhartigheid	waarheidsgetrouwheid	waarachtigheid	rechtschapenheid	eerlijkheid
hondsdagen	hittegolf
rechtschapenheid	openheid	oprechtheid	integriteit	openhartigheid	waarheidsgetrouwheid	waarachtigheid	eerlijkheid	braafheid
het ophouden	beëindiging
ROM	rom	zigeuner
verspreking	slip of the tongue
spiegel	bloedspiegel
wurm	hummel	dreumes	krummel	kleuter	puk	kabouter	worm	kruimel	dreutel	keutel	peuter	ukkepuk
laster	belediging	achterklap	roddel	geroddel	vuilspuiterij	smaad	diffamatie	roddelpraat	kwatongerij	belastering	kwaadsprekerij	zwartmakerij	geklets
deelnemen	meeleven	participeren	meedoen	meevoelen	delen
draak	tranentrekker	zeiler	Draak	lintworm	zeilboot	tearjerker	dragonder	smartlap
halfzus	bastaardzuster	halfzuster
semantiek	betekenisleer
zestigplusser	oudje	oudere	bejaarde
vriendschappelijk	minnelijk
nokpan	vorstpan
ethnoloog	volkenkundige	etnoloog
toegepaste wetenschap	techniek	technologie
opvatting	mening	model	denkbeeld	oordeel	overtuiging	concept	gevoelen	gedachte	inzicht	ontwerp	inzien	stellingname	begrip	convictie	gezindheid	zin	opinie	standpunt
creëren	scheppen	produceren	maken
regenwater	regenval	hemelwater	regen
terugvinden	herkrijgen	achterhalen	hervinden	terugkrijgen	weervinden
rectificeren	amenderen	rechtzetten	corrigeren
zegenbede	zegenwens	zegen	zegening	heilwens
afstuiten	schrappen	afspringen	afketsen	doorhalen	annuleren
waterlaars	baggerlaars	lieslaars
wederopstanding	verrijzenis	herrijzenis	opstanding
solvatie	solvatatie
genotzoeker	zonneklopper	luchthart-treurniet	levensgenieter	levenskunstenaar	pallieter	sensualist	bon-vivant	sybariet	vrijbuiter	hedonist	epicurist
gewrichtsreumatiek	gewrichtsreuma	reumatiek	reuma
chocoladebonbon	chocolade	chocolaatje
pygmee	dwerg
krauwen	klauwen	schuren	krabben	krabbelen
scheelt me niks	Zwarte Zee
nagaan	raden	inbeelden	nazien	nakijken	checken	veronderstellen	verbeelden	nalopen	imagineren	overwegen	indenken	fantaseren	controleren	voorstellen	natrekken	speculeren
jurisdictie	rechtskring	gezagsgebied	ambtsgebied	rechtsgebied	ressort	rechtssfeer	dienstkring
trancheervork	vleesvork
reisorganisator	reisbureau	reisagentschap	reisorganisatie	touroperator
buksboom	buxushout	palmhout	bukshout
distillatie	destillatie
grondvesting	grondslag	creatie	stichting	bedding	vorming	inleiding	fundament	introductie	grondvest	fundering	formatie	basis
spiritualiën	vuurwater	sterkedrank	gedistilleerd	neurie	spiritualia
kikvorsman	duiker	duikster
verraad	ontrouw
landsheer	monarch	hoogheid	koning	landsvorst	vorst	vorstin	heer	dynast
godsdienstplechtigheid	viering	liturgie	eredienst	dienst	kerkdienst	godsdienstoefening
sculler	roeier
wiebelen	draaien	vervormen	kronkelen	wankelen	zwijmelen	spartelen	ontwijken	wringen	wriemelen
scoren	gebruiken	inschieten
portrettekenaar	portretschilder
notitie	nota	aantekening
alimentatie	alimentatiegeld	onderhoudskosten
janmaat	jantje	pekbroek	dekzwabber	bemanninslid	varensman	pikbroek	zeeman	zeevaarder	maat	matroos
kruidendokter	herbarist	kruidenkenner	herborist
rapporteur	verslaggever
onderdaan	onderdane	onderdanen	poot	cavia	proefkonijn	stelt	been
flits	moment	mum	handomdraai	lichtflits	lichtschijnsel
overtreden	breken	stukmaken	kapotgaan	overschrijden	schenden	stukgaan	zondigen	doorbreken
nadruk	beklemtoning	benadrukking	emfase	klemtoon	accent
platenindustrie	platenbranche
boekenplank	boekenkast
heersen	domineren	leiden	overheersen	prevaleren	bepalen	controleren	beheersen	gebieden	regelen	regeren
opperen	bedenken
vervagen	doezelen	vaag	veeg	bekladden	bevlekken
klinknagel	klinkbout
laurierblad	laurier
bargoens	jargon
paktouw	garen	bindgaren	bindtouw	pees	touw
zenuwcel	neuron
aanmaakhout	Tinder
oompje	nonkel	pandjesbaas	suikeroom
werkplaats	job	werkgebied	werkplek
mankracht	arbeidsvolume	arbeidskracht	personeelsbestand	personeel
betonmolen	cementmolen	speciemolen	stortmolen
vreemdheid	curiositeit
bobslee	bob
aak	praam	duwbak
appelstroop	appeljam
intocht	toegang	ingang	binnenkomst	entree	intrede	invoer
eigendomscertificaat	titel	eigendomsbewijs
hoorapparaat	gehoorprothese	gehoorapparaat	hoortoestel
rioolput	beerput	kiepelton	kolk	afvalput
oproerkraaier	onrustzaaier	agitator	paniekzaaier	stoker	raddraaier	roervink	aanstoker	onruststoker	stokebrand	provocateur	woelgeest	opruier	herrieschopper
staande houden	continueren	voortbouwen	voortzetten	blijven	doorgaan	voortgaan	vervolgen	overgaan
cd	candela	kaars
schoolkameraad	schoolvriend	klasgenoot	jaargenoot	schoolkennis	schoolmakker
flirten	sjansen	goed groeien	koketteren
lamia	vrouwelijk monster	vampirella	vampier
regelmatig zesvlak	kubus	hexaëder	derde macht
hyperlink	link
voorspelling	prognose	waarzeggerij	predictie	profetie	weersvoorspelling
vreemd geval	hebbelijkheid	eigenaardigheid	eigenzinnigheid	rariteit
autotrein	autoslaaptrein
otoloog	oorheelkundige	oorspecialist	oorarts	keel-, neus- en oorarts
professional	prof	beroepskracht	beroeps
leesplankje	abecedarium	eerste leesboek	abc-boek
headhunter	koppensneller
invaliditeit	onbekwaamheid	arbeidsongeschiktheid	ongeldigheid	lichaamsgebrek	nietigheid	handicap	gebrek
onbestaand	niet-bestaand
grote bek	lip	tegenspraak	grote mond
gezondheidsleer	hygiëne	gezondheidskunde	continentie
verwijfd	effeminatie	verwijfdheid
havenrecht	havengeld
bruiloftsmars	trouwmars	bruidsmars	huwelijksmars
rag	zijde	zijdedoek
fytologie	botanica	botanie	plantenleer	plantkunde
garnering	garneersel	garnituur
droogtrommel	wasdroger	trommeldroger	droogkap	droger	droogautomaat	haardroger	haardroogkap
naaldkunst	borduurkunst
hartslag	hartfrequentie	hartritme	pols	hartenbreker	pulsatie	harttoon
alluderen	zinspelen	preluderen
schildvarken	gordeldier	pantserdier	armadillo
buitenpost	voorpost
walvisjager	walvisvaarder
palindroom	omkeerwoord
luster	kroonluchter
grootwinkelbedrijf	handelscentrum	marktplaats	stapelplaats	warenhuis
gedeprimeerdheid	neerslachtigheid	droefgeestigheid	moedeloosheid	somberheid	depressiviteit	zwaarmoedigheid	verslagenheid	misnoegdheid	zwartgalligheid	bedruktheid	dysforie	treurnis	triestheid	depressie	dofheid	somberte
schapenwol	wol	schapenvacht	schapewol
afleggen	sjouwen	volbrengen	kwijten	aanleggen	afdanken	uitvoeren	platleggen	verwerpen	treffen	uitrichten
paspoort	in godsnaam	pas
hamer	vuisthamer	vuist
moeilijkheid	inhouden	intomen	hindernis	troubles	beheersen	belasten	betomen
vooronderstellen	toedenken	aannemen	veronderstellen
bijverschijnsel	spin-off	bijeffect	bijwerking	epiphenomena	epifenomeen	neveneffect
lakmoestinctuur	tournesol
observant	observator	nalever	waarnemer
kweekreactor	snellekweekreactor
sensorisch	zintuiglijk
granaatscherven	schrapnel	granaatscherf
huurdoder	huurmoordenaar
Zevenster	Plejaden	Plejade
voetzoeker	kanonslag	rotje	zevenklapper
oedipuscomplex	moedercomplex
ontwerp	concept	plan	idee	voornemen	opvatting	bestek	bedoeling	begrip	model
tutor	toezichthouder	voogd	opziener
zelfrespect	eerbiedwaardigheid	digniteit	waardigheid
krabben	klauwen	schuren	krauwen	krabbelen
Gasthuis	gastenverblijf
dividend	winstaandeel
uitkeren	uitbetalen
circulaire	rondschrijven
opvrijen	opwinden	opgeilen	prikkelen
gezondheidstoestand	salubriteit	gezondheid	welzijn
conventie	beraadslagingen	verdrag	traktaat	convent	formaliteit	praktijk	overleg	overeenkomst	beraadslaging	formule	mores	regel	pact	vergadering
heiligbeen	staartstuk	sacrum
verkenmerk	maatstaf
banketstaaf	boterstaaf
laserprinter	Laser Printer
doorslag	carbonpapier	carbon	doorschrijfpapier	overdrukpapier
onvervaardheid	onbeschoftheid	gotspe	driestheid	ongegeneerdheid	brutaliteit
ruthenium	rutenium
produktiekosten	aanmaakkosten	fabricagekosten	productiekosten
ovulatie	eisprong
inenting	inoculatie	vaccinatie
schurkenrol	schavuit	slechterik	schoft	schurk	boef	booswicht	onverlaat	boosdoener	misdadiger	bandiet	snoodaard	schoelje
episcopaal	bisschoppelijk
reisbeschrijving	Travelog	reisverhaal
gehoorsafstand	hoorbereik
briesen	razen	agiteren	zieden	woelen	koken	schuimbekken
ketjap	sojasaus
absentie	afwezendheid	afwezigheid	absenteïsme
nomenclatuur	rooster	rol	naamlijst
opslagruimte	berghok	depot	bergruimte	bewaarplaats	magazijn	pakhuis	berging	opslagplaats	opslag
Nigeriaan	Nigeriaans
afwijzen	verstoten	afschieten	steigeren	afstand doen	weigeren	protesteren	abdiceren	abdiqueren	aftreden	verwerpen
aanspreken	zinnen	behagen	appeleren	aanstaan	liggen	lijken	bevallen
overschrijving	remise	afdracht
leiden tot	tot gevolg hebben	veroorzaken	opleveren
pistooltje	proppenschieter	speelgoedpistool	kinderpistooltje
kaan	explosie	buitenkans	kaantjes	kaantje	godsgeschenk	buitenkansje
regeren	bepalen	leiden	heersen	overheersen	gebieden	regelen
zwartmaken	vals beschuldigen	kleineren	schandaliseren	belasteren	kwaadspreken	lasteren	bezwadderen	roddelen	denigreren	smaden	bekladden
hiërarchie	rangorde	hierarchie
gelijken	aarden	lijken	lijken op	neigen	trekken
pennen	neerpennen	spellen	vastpinnen	schrijven
uitgooien	uitwerpen
leeftijdsklasse	leeftijdsgroep	cohort
fontein	doopkapel	doopvont	fonteintje	baptisterium	bron	wel	wijwaterbekken
danszaal	ballroom	dansgelegenheid	dancing	danstent	balzaal	discotheek	discobar	disco
runderlap	runderbiefstuk	biefstuk
tepelhof	areola	halo
antimonium	antimoon
kroon	rouwkrans	midden	wrong	bloemkrans	krans	grafkrans	paté	Deense kroon	Kroon	bloemenkrans	kruin	bloemkroon	zweedse kroon	top
wedkamp	sportwedstrijd	match	wedstrijd	ontmoeting	treffen
paddel	batje	bat
doublure	da capo	herhaling	iteratie
yeti	verschrikkelijke sneeuwman
resumptie	aperçu	resumé	synthese	samenvatting
traverse	gang	travers	verbindingsweg
blèren	blaten	geblaat
hermandad	politiemacht	kit	wet	politie	prinsemarij	politieapparaat
geloofsonderzoek	enquête	getuigenverhoor
solopartij	obligaatstem	solo	obligaat
stuifmeel	pollen
berggroep	massief
zuigerstang	drijfstang
team	werkgroep	workshop	ploeg	sportploeg
outlaw	geloofsverzaker	dissident	afvallige	deserteur	afgevallene	overloper	kerkverlater	apostaat
pad	weg	kikvors	kikker	oprijlaan	kanaal	spoor
speeltijd	recreatie	speelduur
inspanning	wagen	krachtsinspanning	ijveren	onderneming	probeersel	poging
Lipitor	atorvastatine
laarzenknecht	laarzeknecht
disculpatie	verontschuldiging	justificatie	excuus
bosschage	haagbos	bosje	kreupelbosje	bosage	struikgewas	hakhoutbosje	struweel
oneirodynie	angstdroom	nachtmerrie
verzwelgen	opschrokken	zwelgen	binnenspelen	bunkeren	verslinden	vreten	schrokken	schransen	metselen	slokken	opslokken	opschransen	buffelen
handwagen	trapauto	skelter
celmembraan	celmembraam	plasmalemma	plasmamembraam
godslastering	verwensing	krachtterm	vervloeking	vloek	blasfemie
circumflex	accent circonflexe	dakje
nucleus	kern	celkern
pitcher	werper
samenvatter	afkorter
maïsmeel	polenta
wekamine	amfetamine	benzedrine
variatie	alternatie	variëteit	alternering	keuze	differentiatie	afwisseling	verscheidenheid	alternantie	keur	verandering	editie	diversiteit	variant
meubilering	boedel	inboedel	inventaris	meubilair	huisraad
medeschuldige	complice	mededader	handlanger	trawant
drankmisbruik	alcoholmisbruik
nekwervels	halswervel
dictaat	bevel	cahier	schrift	gebod	optekenboekje	notitieboekje	dictaatcahier	dictaatschrift	schrijfschrift
geld	financiën	geldmiddelen	pegulanten	thesaurie	poen	duiten	ping	centen	pingping	kasgeld	contanten	middelen	contant geld	cash	middel	pecunia	vermogen
schubdier	miereneter
strot	gorgel	farynx	hals	keel
basisbegrip	presuppositie	postulaat	suppositie	hypothese	premisse	grondbegrip	assumptie	presumptie	vooronderstelling
handschoenenkastje	dashboardkastje
cartotheek	kaartsysteem	kaartregister
Dreadnaught	onvervaard
farmacologie	acognosie	farmacognosie	geneesmiddelenleer
woonwijk	woonerf	woongebied
wenkbrauwpotlood	oogpotlood
deurlijst	deurkozijn
bezorgd	ergeren	kwellen	zorgen
zeekust	zeekant	kust	kustlijn
orthopeed	ortopedist	orthopedist
vleespin	vleespen
walghvogel	onderontwikkeld	oude zeur
appelhout	appelboom	appel
rol	wending	rooster	naamlijst	wervelwind	bus	cilinder	rollen	nomenclatuur	functie	wenden	ambt
hertshoorn	lycopodium	heksendans	wolfsklauw	hertshoornvaren
bedenking	bezwaar	maar	protest	idee	gedachte
eyecatcher	eye-catcher	blikvanger
stroombedding	bedding	bed	rivierbedding	rivierbed
samenspel	teamwork	groepswerk	combine
walnotenboom	notelaar	notenboom
verworpenheid	moedeloosheid	kleinering	vernedering
spreekkoor	lied	deun
koken	bruisen van aktiviteit	brouwen	razen	briesen	bereiden	schuimen	toebereiden	agiteren	stikken	klaarmaken	zieden	woelen	schuimbekken
paspoortcontrole	pascontrole	inwijking
carburator	carburateur	vergasser
stoutheid	onbesuisdheid	gotspe	vrijpostigheid	vermetelheid	driestheid	brutaliteit
Iraans	Iraniër
onfatsoenlijkheid	ongepastheid	onbetamelijkheid	onwelvoeglijkheid	onbehoorlijkheid
buik	balg	darm	buikje	rijstbuik	pens	hobbel	abdomen	extrusie	ingewande	hangbuik	maag	ingewanden	embonpoint	bult
premier	regeringsleider	MP	minister-president	eerste minister
organische scheikunde	organische chemie
aanbevelen	informeren	ondersteunen	coachen	sterken	aanprijzen	aanraden	voordragen	recommanderen	adviseren	advies geven	goedkeuren	stijven	begeleiden	raadgeven
domme koe	rund	koe	karrenpaard
motorfiets	motorrijwiel	motor	machine
jan van gent	jan-van-gent
metaalarbeider	metaalbewerker
afzoeken	afspeuren
poeperd	aars	aarsopening	aarsgat	anus	schijtgat	poeper	poepgat
katoenflanel	molton
afvoering	ontvoering	abductie
alambiek	destilleerderij	stokerij	analyse	distilleerderij	branderij
hoogheid	monarch	koning	landsvorst	vorst	landsheer	vorstin	heer	dynast
weghalen	pinnen	verwijderen	wegdoen	wegnemen
tierlantijntjes	franje	prul	barrel	prulletje	prulding	vod	pruts	tierelantijntjes	prullaria	lor
metallurgie	metaalkunde
regenwolk	nimbus	halo
grieven	beklag	belediging	steken	indispositie	aandoening	klacht	affectie	krenken	kwaal	vernederen	affronteren	uitschelden	affront	kwetsen	beledigen	smaad
streek	kompasrichting	windhoek	regio	paskwil	windrichting	grol	gewest	landstreek	grap	mop	land	scherts	gouw	hemelstreek	gekheid	kompasstreek	windstreek	poets
zalf	verzachtend middel	gel	crème	balsem	pommade	smeerseltje
plagiator	letterdief	plagiaris
idee-fixe	obsessie	bezetenheid
gulden	pieterman	piek	florijn	pegel	pop	pegels
majesteit	grandeur	grootsheid	praal	pracht	glans	heerlijkheid	luister	schittering
Sint	engel	sint	heilige
halitose	foetor ex ore
humeur	bui	dispositie	geestesgesteldheid	luim	karakter	stemming	gemoed
pijpzweer	fistel
verkeerstoren	controletoren
lichaamsbouw	lijn	postuur	figuur	statuur	bouw	gestalte
roeier	sculler
maandbloeding	maandstonden	menstruatie	ongesteldheid
doopsgezinde	menist	doper	mennoniet
bidonville	slum	gribus	krottenwijk	achterbuurt	sloppenwijk	krottenbuurt	slums
terts	derde
city	stadskern	stadscentrum	binnenstad	centrum
genocide	volkenmoord	volkerenmoord	rassenmoord
pootje	voet	poot	podagra	jicht	voeten
patience	geduld
feature	kenmerk	kenteken
fok	fokzeil	bril
gazeuse	fris	limonade	prik	priklimonade	frisdrank
herbergier	restauranthouder	kastelein	waard	restaurateur	waardin	huisbaas
toneelkijker	veldkijker	binoculair	kijker	binocle	verrekijker
waternimf	stroomnimf	najade	nereïde	undine	watergodin
aanloop	introductie	voorwoord	preambule	inleiding	toename
